domain,feature,feature_class,mean_normalized_gain,sd_normalized_gain,min_normalized_gain,max_normalized_gain,rank
deepspcas9,guide_pos_15_C,spacer_position_one_hot,0.00614775150554,0,0.00614775150554,0.00614775150554,33
deepspcas9,guide_pos_14_A,spacer_position_one_hot,0.00606958272007,0,0.00606958272007,0.00606958272007,34
deepspcas9,k3_GCC,global_kmer_frequency,0.00599951298815,0,0.00599951298815,0.00599951298815,35
deepspcas9,guide_pos_10_T,spacer_position_one_hot,0.00574398048078,0,0.00574398048078,0.00574398048078,36
deepspcas9,guide_pos_13_T,spacer_position_one_hot,0.00569226170827,0,0.00569226170827,0.00569226170827,37
deepspcas9,guide_pos_13_C,spacer_position_one_hot,0.00563830741967,0,0.00563830741967,0.00563830741967,38
deepspcas9,dinuc_AG,global_dinucleotide_frequency,0.00549348287638,0,0.00549348287638,0.00549348287638,39
deepspcas9,k3_AAA,global_kmer_frequency,0.00546543749244,0,0.00546543749244,0.00546543749244,40
deepspcas9,guide_pos_3_G,spacer_position_one_hot,0.00542095519492,0,0.00542095519492,0.00542095519492,41
deepspcas9,guide_pos_0_G,spacer_position_one_hot,0.00530125125533,0,0.00530125125533,0.00530125125533,42
deepspcas9,guide_pos_15_A,spacer_position_one_hot,0.00526433568858,0,0.00526433568858,0.00526433568858,43
deepspcas9,guide_pos_3_C,spacer_position_one_hot,0.0050797326963,0,0.0050797326963,0.0050797326963,44
deepspcas9,k3_TTC,global_kmer_frequency,0.00502125266568,0,0.00502125266568,0.00502125266568,45
deepspcas9,guide_pos_15_G,spacer_position_one_hot,0.00499323763172,0,0.00499323763172,0.00499323763172,46
deepspcas9,guide_pos_5_T,spacer_position_one_hot,0.00497168474877,0,0.00497168474877,0.00497168474877,47
deepspcas9,k3_TCG,global_kmer_frequency,0.00496720572976,0,0.00496720572976,0.00496720572976,48
